Name,Address,City,State,Zip Code,Phone,Facility Type,License Type,Capacity,Ages,Current Subsidy Provider
Minnieland Academy At Rippon,2100 Rippon Boulevard,WOODBRIDGE,VA,22191-3916,(703) 680-3299,Child Day Center,Two Year,108,Birth - 12 years 11 months,Yes
Minnieland Academy At The Castle,6306 Old Plank Road,FREDERICKSBURG,VA,22407,(540) 786-2434,Child Day Center,Two Year,137,Birth - 12 years 11 months,Yes
Minnieland Academy At The Glen #21,4290 Prince William Parkway,WOODBRIDGE,VA,22192,(703) 680-3600,Child Day Center,Two Year,313,Birth - 12 years 11 months,Yes
Minnieland Academy at Bristow (#42),10368 Bristow Center Drive,BRISTOW,VA,20136,(571) 208-0535,Child Day Center,Two Year,211,1 month - 12 years 11 months,No
Minnieland Academy at Cardinal #16,14910 Feeder Lane,WOODBRIDGE,VA,22193-1896,(703) 878-3371,Child Day Center,Provisional,155,1 month - 12 years 11 months,Yes
Minnieland Academy at Dale City,13923 Minnieville Road,WOODBRIDGE,VA,22193-2326,(703) 670-9444,Child Day Center,Two Year,105,2 years 6 months - 12 years 11 months,Yes
Minnieland Academy at Doc Stone (#67),95 Dunn Drive,STAFFORD,VA,22556,(540) 628-4999,Child Day Center,Two Year,157,1 month - 12 years 11 months,Yes
Minnieland Academy at Harrisonburg (#17),1941 Evelyn Byrd Avenue,HARRISONBURG,VA,22801,(540) 432-9660,Child Day Center,Two Year,150,1 month - 12 years 11 months,Yes
Minnieland Academy at Heathcote #40,15040 Heathcote Boulevard,HAYMARKET,VA,20169-6251,(703) 753-9690,Child Day Center,Two Year,187,Birth - 12 years 11 months,Yes
Minnieland Academy at Occoquan #12,1511 Old Bridge Road,WOODBRIDGE,VA,22192,(703) 491-5035,Child Day Center,Two Year,260,Birth - 12 years 11 months,Yes
Minnieland Academy at Southpoint (#45),4713 Southpoint Parkway,FREDERICKSBURG,VA,22407,(540) 898-3213,Child Day Center,Two Year,176,Birth - 12 years 11 months,Yes
Minnieland Academy at Wellington #20,10249 Hendley Road,MANASSAS,VA,20110-7913,(703) 369-7929,Child Day Center,Two Year,300,1 month - 12 years 11 months,Yes
Miss Alyson's,7117 Ladysmith Road,RUTHER GLEN,VA,22546,(804) 448-5838,Child Day Center,Two Year,31,1 year 1 month - 12 years 11 months,Yes
Miss Alyson's Daycare,7278 Ladysmith Road,RUTHER GLEN,VA,22546,(804) 448-8610,Child Day Center,Two Year,170,3 years - 12 years 11 months,Yes
Miss Amy's LLC,211 Bradley Street,ABINGDON,VA,24210,(276) 676-3151,Child Day Center,Two Year,61,1 year 10 months - 7 years 11 months,No
"Mom's Tot Spot Child Development Center, II",370 Fenwick Road,FORT MONROE,VA,23651,(757) 722-1000,Child Day Center,Two Year,180,1 month - 12 years 11 months,Yes
Monarch Christian Montessori,"15120 Enterprise Ct
Suite 100",CHANTILLY,VA,20151,(703) 961-8281,Child Day Center,Two Year,100,1 year 6 months - 12 years 11 months,Yes
Montessori Academy at Belmont Greene,20300 Bowfonds Street,ASHBURN,VA,20147,(703) 729-7200,Child Day Center,Two Year,250,2 months - 11 years 11 months,No
Montessori Academy of VA - Suffolk,5805 Harbourview Boulevard,SUFFOLK,VA,23435,(757) 484-4902,Child Day Center,Two Year,170,1 year 4 months - 11 years 11 months,No
Montessori Academy of Virginia - Chesapeake,1468 Kempsville Road,CHESAPEAKE,VA,23320,(757) 436-3995,Child Day Center,Two Year,160,1 year 4 months - 11 years 11 months,No
Montessori Academy of Virginia - Virginia Beach,4774 Alicia Drive,VIRGINIA BEACH,VA,23462,(757) 497-1882,Child Day Center,Two Year,150,1 year 4 months - 10 years 11 months,No
Montessori Center for Excellence,2040 Apperson Drive,SALEM,VA,24153,(540) 989-3096,Child Day Center,Two Year,90,Birth - 12 years 11 months,Yes
Montessori Children's Center,6319 Old Centreville Road,CENTREVILLE,VA,20121,(703) 266-1330,Child Day Center,Two Year,175,1 month - 12 years 11 months,No
Montessori Children's Center at Herndon,2745 Centreville Road,HERNDON,VA,20171,(703) 793-1890,Child Day Center,Two Year,143,1 month - 12 years 11 months,No
Montessori Children's House,1400-B Lakeside Drive,LYNCHBURG,VA,24501,(434) 528-3216,Child Day Center,Two Year,71,1 month - 11 years 11 months,Yes
Montessori Children's House,700 Hillingdon Court,VIRGINIA BEACH,VA,23462,(757) 495-1776,Child Day Center,Two Year,75,2 years 6 months - 12 years 11 months,No
Montessori Children's House of Loudoun,880 W. Church Road,STERLING,VA,20164,(703) 421-1112,Child Day Center,Two Year,250,1 month - 11 years 11 months,Yes
Montessori Country School,621 Alabama Drive,HERNDON,VA,20170,(703) 437-8285,Child Day Center,Two Year,125,1 year 3 months - 8 years 11 months,No
Montessori Kids Universe,3450-A Lauderdale Drive,RICHMOND,VA,23233,(804) 652-9773,Child Day Center,Conditional,106,1 month - 6 years 11 months,No
Montessori Kids Universe,20108 Ashburn Village Blvd.,ASHBURN,VA,20147,(571) 365-0050,Child Day Center,Conditional,185,3 months - 12 years 11 months,No
Montessori Peace School,730 Jackson Street,HERNDON,VA,20170,(703) 689-0208,Child Day Center,Two Year,50,1 year 5 months - 6 years 11 months,No
Montessori Preparatory School,4811 High St.,PORTSMOUTH,VA,23703,(757) 484-7229,Child Day Center,Two Year,40,2 years - 5 years 6 months,No
Montessori School of Alexandria,6300 Florence Lane,ALEXANDRIA,VA,22310,(703) 960-3498,Child Day Center,Two Year,99,3 years - 12 years 11 months,No
Montessori School of Cedar Lane,3035 Cedar Lane,FAIRFAX,VA,22031,(703) 560-4379,Child Day Center,Two Year,104,2 years 6 months - 6 years 11 months,No
Montessori School of Chantilly,"4455 Brookfield Corp Drive,Suite201",CHANTILLY,VA,20151,(703) 272-7866,Child Day Center,Two Year,80,1 year - 12 years 11 months,Yes
Montessori School of Charlottesville,631 Cutler Lane,CHARLOTTESVILLE,VA,22901,(434) 295-9055,Child Day Center,Two Year,57,1 year 9 months - 6 years 11 months,No
Montessori School of Charlottesville,1602 Gordon Avenue,CHARLOTTESVILLE,VA,22903,(434) 295-0029,Child Day Center,Two Year,74,1 year 9 months - 6 years 11 months,No
Montessori School of Fairfax,3411 Lees Corner Road,CHANTILLY,VA,20151,(571) 323-0222,Child Day Center,Two Year,150,1 year 6 months - 12 years 11 months,No
Montessori School of Herndon,840 Dranesville Road,HERNDON,VA,20170,(703) 437-8229,Child Day Center,Two Year,134,1 year - 12 years 11 months,No
Montessori School of Holmes Run: Children's House,3335 Annandale Road,FALLS CHURCH,VA,22042,(703) 573-7599,Child Day Center,Two Year,92,2 years 6 months - 7 years 11 months,No
Montessori School of Leesburg,"166 Fort Evans Road, NE",LEESBURG,VA,20176,(703) 779-7791,Child Day Center,Two Year,110,1 month - 12 years 11 months,Yes
Montessori School of McLean,1711 Kirby Rpad,MC LEAN,VA,22101,(703) 790-1049,Child Day Center,One Year,150,2 years - 12 years 11 months,No
Montessori School of Northern Virginia,6820 Pacific Lane,ANNANDALE,VA,22003,(703) 256-9577,Child Day Center,Two Year,168,2 years - 12 years 11 months,No
Montessori School of Northern Virginia-Valleybrook Campus,3433 Rose Lane,FALLS CHURCH,VA,22042,(703) 922-0255,Child Day Center,Two Year,90,2 years - 6 years 11 months,No
Montessori School of Oakton,12113 Vale Road,OAKTON,VA,22124,(703) 715-0611,Child Day Center,Two Year,100,2 years 6 months - 6 years 11 months,No
Montessori School of Purcellville,280 North Hatcher Avenue,PURCELLVILLE,VA,20132,(540) 751-1065,Child Day Center,Two Year,139,1 month - 12 years 11 months,No
Montessori School of South Riding,25152 Elk Lick Road,SOUTH RIDING,VA,20152,(703) 327-9417,Child Day Center,Two Year,50,2 years 6 months - 10 years 11 months,No
Montessori of Chantilly-Casa dei Bambini,42200 Glascock Field Drive,DULLES,VA,20166,(703) 961-0211,Child Day Center,Two Year,150,1 year 7 months - 9 years 11 months,No
Montessori of Gainesville - Casa dei Bambini,14130 Glenkirk Road,GAINESVILLE,VA,20155,(703) 754-0946,Child Day Center,Two Year,133,1 month - 12 years 11 months,No
Monticello Area Community Action Agency - Agnor Hurt Head Start,3201 Berkmar Drive,CHARLOTTESVILLE,VA,22901,(434) 974-4783,Child Day Center,Two Year,20,3 years - 5 years 11 months,No
Monticello Area Community Action Agency - Crozet Head Start,1407 Crozet Avenue,CROZET,VA,22932,(434) 823-4800,Child Day Center,Two Year,20,3 years - 5 years 11 months,No
Monticello Area Community Action Agency - Fluvanna Head Start,"3340 Central Plains Road
Central Elementary School",PALMYRA,VA,22963,(434) 591-2313,Child Day Center,Two Year,20,3 years - 5 years 11 months,No
Monticello Area Community Action Agency - Greer Head Start,190 Lambs Lane,CHARLOTTESVILLE,VA,22901,(434) 978-3469,Child Day Center,Two Year,20,3 years - 5 years 11 months,No
Monticello Area Community Action Agency - Louisa Head Start,2035 South Spotwood Trail,LOUISA,VA,23093,(540) 894-4373 (5156),Child Day Center,Two Year,20,3 years - 5 years 11 months,No
"Monticello Area Community Action Agency-Jordan, Twyman &Ferguson",1025 Park Street,CHARLOTTESVILLE,VA,22901,(434) 295-3171,Child Day Center,Two Year,60,3 years - 5 years 11 months,No
Monument Heights Day School,5716 Monument Avenue,RICHMOND,VA,23226,(804) 612-8485,Child Day Center,Two Year,150,1 year 4 months - 11 years 11 months,No
"Moonflower Montessori School, LLC",211 West Main Street,ABINGDON,VA,24210,(276) 258-5578,Child Day Center,Two Year,31,3 years - 12 years 11 months,No
Mothers Day Out Preschool,"1072 Old Kempsville Road
Community United Methodist Church",VIRGINIA BEACH,VA,23464,(757) 495-6531,Child Day Center,Two Year,170,1 month - 6 years 11 months,No
Mount Landing Children's Center,"1413 Teakwood Drive
Suite F",TAPPAHANNOCK,VA,22560,(804) 443-1060,Child Day Center,Two Year,100,Birth - 12 years 11 months,Yes
Mount Vernon Preschool,11220 Nuckols Road,GLEN ALLEN,VA,23059,(804) 935-0162,Child Day Center,Two Year,200,16 years - 6 years 11 months,No
"Mountain Laurel Montessori School, Ltd.",155 Biggs Drive,FRONT ROYAL,VA,22630,(540) 636-4257,Child Day Center,Two Year,140,1 year 4 months - 12 years 11 months,No
Mountainside Montessori School,4206 Belvoir Road,MARSHALL,VA,20115-2336,(540) 253-5025,Child Day Center,Two Year,102,1 year 6 months - 9 years 11 months,No
Mountaintop Montessori,440 Pinnacle Place,CHARLOTTESVILLE,VA,22911,(434) 979-8886,Child Day Center,Two Year,140,2 months - 12 years 11 months,No
Ms. Babs' Nursery School,2319 Grove Avenue,RICHMOND,VA,23220,(804) 353-5019,Child Day Center,Two Year,90,3 months - 12 years 11 months,No
"Ms. Elizabeth's Daycare, LLC",4577 Davis Highway,LOUISA,VA,23093,(540) 967-9834,Child Day Center,Two Year,70,1 month - 12 years 11 months,No
Mt. Olive Brethren Church Building Blocks Preschool,2977 Pineville Road,MCGAHEYSVILLE,VA,22840,(540) 289-7046,Child Day Center,Two Year,79,1 month - 12 years 11 months,No
Mt. Trashmore Family YMCA Preschool,4441 South Boulevard,VIRGINIA BEACH,VA,23452,(757) 456-9622,Child Day Center,Two Year,75,2 years - 5 years,Yes
Mulford Private School,15105 Lee Highway,CENTREVILLE,VA,20121,(703) 266-3633,Child Day Center,Two Year,150,2 years 6 months - 8 years 11 months,No
Muriel Humphrey Child Care Center,13505 Hillendale Drive,WOODBRIDGE,VA,22193-4716,(703) 670-5060,Child Day Center,Two Year,"5:30 A.M. - 7:00 P.M., Monday - Friday",75,Yes
Mustard Seed Child Care Center,6901 Newport Avenue,NORFOLK,VA,23505,(757) 423-5854,Child Day Center,Two Year,91,1 month - 12 years 11 months,No
"My Joy II Learning Center and Childcare, LLC",596 Liberty Street,CHESAPEAKE,VA,23323,(757) 543-0181,Child Day Center,Conditional,39,1 year - 12 years,Yes
My Joy Learning Center,2804 Granby Street,NORFOLK,VA,23504,(757) 625-5437,Child Day Center,Two Year,75,1 month - 12 years 11 months,Yes
NOVA KinderCare Learning Center,1227 North Ivy Street,ARLINGTON,VA,22201,(703) 527-2288,Child Day Center,Two Year,94,1 month - 5 years 11 months,No
NRCA Blacksburg Head Start,701 Church Street SE,BLACKSBURG,VA,24060,(540) 552-0490,Child Day Center,Two Year,40,2 years 10 months - 5 years 11 months,No
NRCA Christiansburg Head Start,135 Church Street,CHRISTIANSBURG,VA,24073,(540) 381-7559,Child Day Center,Two Year,74,2 years 10 months - 5 years 11 months,No
NRCA Floyd Head Start,120 Epperley Mill SW,FLOYD,VA,24091,(540) 745-2106,Child Day Center,Two Year,20,2 years 6 months - 5 years 11 months,No
NRCA Head Start Early Learning Center,5251 College Drive Godbey Hall,DUBLIN,VA,24084,(540) 674-3600 (4420),Child Day Center,Two Year,20,2 years 6 months - 5 years 11 months,No
NRCA Pulaski Head Start,1520 Bobwhite Blvd.,PULASKI,VA,24301,(540) 994-5740,Child Day Center,Two Year,76,2 years 6 months - 5 years 11 months,No
NRCA-Pearisburg Head Start,1105 Henson Avenue,PEARISBURG,VA,24134,(540) 921-2355,Child Day Center,Two Year,44,2 years 10 months - 5 years 11 months,No
NRCA-Radford Head Start Center,215 3rd Avenue,RADFORD,VA,24141,(540) 731-4107,Child Day Center,Two Year,15,2 years 6 months - 5 years 11 months,No
NRCA-Rich Creek Head Start Center,109 Old Virginia Avenue,RICH CREEK,VA,24147,(540) 726-2700,Child Day Center,Two Year,20,2 years 10 months - 5 years 11 months,No
NSU Child Development Lab,"700 Park Avenue
JBB 113A",NORFOLK,VA,23504,(757) 823-8111,Child Day Center,Two Year,50,2 years 6 months - 12 years 11 months,No
NVFS Arlington Head Start Child Development Center,2920 S. Glebe Road,ARLINGTON,VA,22206,(571) 748-2700,Child Day Center,Two Year,186,3 years - 5 years 11 months,Yes
NVFS Early Head Start - Vermont Center,601 North Vermont St,ARLINGTON,VA,22203,(571) 748-3628,Child Day Center,Two Year,24,1 month - 3 years 11 months,Yes
NVFS Early Head Start Child Development Center at Arlington Mill,909 S. Dinwiddle Street,ARLINGTON,VA,22204,(703) 385-5261,Child Day Center,Two Year,24,1 month - 3 years 11 months,Yes
NVFS-Loudoun Early Head Start Child Development Center,624 West Church Road,STERLING,VA,20165,(703) 430-8375,Child Day Center,Two Year,32,2 months - 3 years 11 months,Yes
Nanda Learning Center,10951 Samuel Trexler Drive,MANASSAS,VA,20110,(240) 476-6388,Child Day Center,Two Year,150,1 month - 12 years 11 months,Yes
Nansemond Suffolk Academy Enrichment Programs,3373 Pruden Boulevard,SUFFOLK,VA,23434,(757) 539-8789,Child Day Center,Two Year,200,2 years - 12 years 11 months,No
Nansemond-Suffolk Academy Enrichment Programs at Harbour View,6019 Harbour View Boulevard,SUFFOLK,VA,23435,(757) 539-8789,Child Day Center,Two Year,100,2 years - 12 years 11 months,No
Natural Steps Child Development Center,64 Toby Way,PALMYRA,VA,22963,(434) 589-5891,Child Day Center,Two Year,116,1 month - 12 years 11 months,No
Nature's Path Academy,815 Baker Road,VIRGINIA BEACH,VA,23462,(757) 578-5422,Child Day Center,Two Year,100,1 month - 12 years 11 months,Yes
Nelson School Age Program,826 Moyer Road,NEWPORT NEWS,VA,23608,(757) 926-1400,Child Day Center,Two Year,"6:00 A - 9:00A, Monday - Friday",70,Yes
New Beginnings Family Daycare,4762 Finlay Street,HENRICO,VA,23231,(804) 226-2748,Child Day Center,Two Year,96,1 month - 12 years 11 months,Yes
New Beginnings Learning Center,614 Leesville Road,LYNCHBURG,VA,24502,(434) 386-8483,Child Day Center,Two Year,12,2 years 6 months - 12 years 11 months,Yes
"New Direction Childcare & Learning Center, LLC",140 East Belt Boulevard,RICHMOND,VA,23224,(804) 231-7030,Child Day Center,Two Year,109,1 month - 12 years 11 months,Yes
New Generation Daycare and Learning Center,603 Lincoln Street,NORFOLK,VA,23510,(757) 623-3143,Child Day Center,Two Year,101,1 month - 12 years 11 months,Yes
New Generation Daycare and Learning Center 002,4020 Llewellyn Avenue,NORFOLK,VA,23504,(757) 627-1226,Child Day Center,Two Year,65,1 month - 12 years 11 months,Yes
New Heights Academy,9126 Courthouse Road,SPOTSYLVANIA,VA,22553,(540) 507-8836,Child Day Center,Two Year,71,1 month - 12 years 11 months,No
New Kent Head Start,11819 New Kent Highway,NEW KENT,VA,23124,(804) 966-2776,Child Day Center,Two Year,15,3 years - 5 years 11 months,No
New Vista Montessori School,"541 Luck Avenue
Suite 110",ROANOKE,VA,24016,(540) 342-1173,Child Day Center,Two Year,71,2 years - 9 years 11 months,No
Nextide Academy,221 North 21st Street,PURCELLVILLE,VA,20132,(540) 441-3332,Child Day Center,Two Year,80,2 years 6 months - 12 years 11 months,Yes
Nickelsville Head Start Center,11477 Nickelsville Highway,NICKELSVILLE,VA,24271,(276) 479-2790,Child Day Center,Two Year,20,2 years 10 months - 5 years 11 months,No
Nikki's Christian Daycare Inc. Pam's Place,1337 Horner Road,WOODBRIDGE,VA,22191,(703) 494-7000,Child Day Center,Two Year,56,1 year 4 months - 12 years 11 months,Yes
"Nikki's Christian Daycare, Inc.",14900 Cloverdale Road,WOODBRIDGE,VA,22193,(703) 897-6232,Child Day Center,Two Year,150,1 month - 12 years 11 months,Yes
Noah's Ark Christian Preschool,8904 Yorkshire Lane,MANASSAS,VA,20111,(703) 335-6624,Child Day Center,Two Year,75,1 month - 12 years 11 months,Yes
Noah's Ark Day Care Center,585 Deer Ridge Road,HILLSVILLE,VA,24343,(276) 766-3502,Child Day Center,Two Year,96,1 month - 12 years 11 months,Yes
Noah's Ark Learning Center,8132 Shore Drive,NORFOLK,VA,23518,(757) 524-4521,Child Day Center,Conditional,66,1 month - 12 years,Yes
"Noah's Little Ark Child Care Center, Inc.",700 Shenandoah Avenue,ELKTON,VA,22827,(540) 298-2652,Child Day Center,Two Year,56,3 years - 12 years 11 months,No
Norfolk Academy Before and After School Programs,1585 Wesleyan Drive,NORFOLK,VA,23502,(757) 461-2223 (5716),Child Day Center,Two Year,100,4 years 9 months - 12 years 11 months,No
Norfolk Christian Schools - Norfolk Campus,7000 Granby Street,NORFOLK,VA,23505,(757) 423-5770,Child Day Center,Two Year,30,3 years - 11 years 11 months,No
Norfolk Christian Schools-Beach Campus Pre-kindergarten,1265 Laskin Road,VIRGINIA BEACH,VA,23451,(757) 428-1284,Child Day Center,Two Year,64,3 years - 12 years 11 months,No
Norfolk Collegiate School Extended Care,5429 Tidewater Drive,NORFOLK,VA,23509,(757) 626-1820,Child Day Center,Two Year,200,3 years - 12 years 11 months,No
Norfolk Montessori Academy,979 Ingleside Road,NORFOLK,VA,23502,(757) 455-6786,Child Day Center,Two Year,40,16 months - 12 years 11 months,Yes
Norge Elementary,7311 Richmond Road,WILLIAMSBURG,VA,23188,(757) 592-3465,Child Day Center,Two Year,"7:00am - 6:00pm, Monday - Friday",200,No
North Branch School,221 Mickens Road,AFTON,VA,22920,(540) 456-8450,Child Day Center,Two Year,25,2 years 9 months - 5 years 11 months,No
North Cross School Extended Day Program,4254 Colonial Avenue,ROANOKE,VA,24018,(540) 989-6641,Child Day Center,Two Year,75,3 years - 12 years 11 months,No
North Star Child Care,5407 Peters Creek Rd. NW,ROANOKE,VA,24019,(540) 366-3629,Child Day Center,Two Year,120,2 years 6 months - 12 years 11 months,Yes
Northeast Stars Montessori,697 N. Washington Street,ALEXANDRIA,VA,22314,(703) 945-0408,Child Day Center,Two Year,31,2 years - 5 years 11 months,No
Northern Neck Family YMCA Wiley Child Development Center,458 Harris Road,KILMARNOCK,VA,22482,(804) 435-7977,Child Day Center,Two Year,106,1 year 4 months - 12 years 11 months,No
Northern Neck Family YMCA Wiley Child Development Infant Center,217 S. Main Street,KILMARNOCK,VA,22482,(804) 435-6227,Child Day Center,Two Year,25,1 month - 2 years,No
Northern Virginia Academy of Early Learning,6414 Landsdowne Center,ALEXANDRIA,VA,22315,(703) 541-4175,Child Day Center,Two Year,150,1 month - 12 years 11 months,No
Northern Virginia Academy of Early Learning - Burke Campus,6215 Roberts Parkway,BURKE,VA,22015,(703) 239-0875,Child Day Center,Two Year,188,1 month - 12 years 11 months,Yes
Northern Virginia Academy of Early Learning - Early Dev. Ctr.,6420 Landsdowne Center,ALEXANDRIA,VA,22315,(703) 310-4071,Child Day Center,Two Year,48,1 month - 3 years 11 months,No
Northern Virginia Academy of Early Learning - Lincolnia Campus,6396 Lincolnia Road,ALEXANDRIA,VA,22312,(703) 256-7990,Child Day Center,Two Year,90,2 years - 12 years 11 months,Yes
Northern Virginia Academy of Early Learning - Lorton Campus,8931 Ox Road,LORTON,VA,22079,(703) 690-1939,Child Day Center,Two Year,160,1 month - 12 years 11 months,Yes
